Price_Lakhs,Area_SqFt,BHK,Property_Type,Furnishing_Status,Locality,Locality_Tier,Seller_Type,Under_Construction,Source_Website
60.0,693.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
75.0,1260.0,2.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
96.0,1386.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
127.0,211.0,3.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,99acres
100.0,574.0,2.0,Apartment,Furnished,Ramdev Nagar,Tier 3,Owner,True,MagicBricks
190.0,1410.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
145.0,600.0,1.0,Apartment,Furnished,Motera,Tier 2,Owner,False,MagicBricks
51.5,570.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
109.0,2340.0,4.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,MagicBricks
95.0,1845.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
50.0,1044.0,3.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
70.0,1620.0,3.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,MagicBricks
110.0,990.0,2.0,Apartment,Semi-Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
114.0,1708.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
76.0,825.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
68.0,595.0,2.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
90.0,853.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,MagicBricks
58.0,1530.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
94.0,1211.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
55.0,756.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
35.0,2700.0,6.0,Apartment,Furnished,Raipur,Tier 3,Owner,False,MagicBricks
60.0,1530.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
288.0,2387.0,4.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
100.0,800.0,5.0,Independent House,Unfurnished,Meghani Nagar,Tier 3,Owner,False,99acres
49.0,735.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
75.0,650.0,2.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
95.0,2034.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Unknown,False,99acres
190.0,3900.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
95.0,1553.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
125.0,1350.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
108.0,1377.0,2.0,Apartment,Unfurnished,Shahibaug,Tier 2,Owner,False,99acres
70.0,819.0,3.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
95.0,1150.0,5.0,Apartment,Semi-Furnished,Dudheshwar,Tier 3,Owner,False,MagicBricks
80.0,950.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
45.0,577.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
280.0,2200.0,4.0,Apartment,Semi-Furnished,Shilaj,Tier 2,Owner,True,MagicBricks
245.00000000000003,2230.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
48.0,1260.0,2.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
55.0,1180.0,2.0,Apartment,Furnished,Amraiwadi,Tier 2,Owner,False,MagicBricks
39.6,1200.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
61.9,867.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
70.0,1161.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
375.0,3650.0,3.0,Independent House,Unfurnished,Maninagar,Tier 2,Unknown,False,99acres
120.0,1890.0,3.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
85.0,1377.0,2.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
70.0,1625.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
104.0,1260.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,True,MagicBricks
70.0,1150.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
410.0,2969.0,4.0,Apartment,Furnished,Sarkhej,Tier 3,Dealer,True,MagicBricks
60.0,680.0,2.0,Apartment,Furnished,Vasna,Tier 2,Owner,False,MagicBricks
28.5,657.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
62.0,1285.0,2.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
77.0,1350.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Owner,False,99acres
115.0,1300.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
135.0,2000.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
60.0,1215.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
288.0,3850.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
105.0,1750.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
198.0,1707.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,True,MagicBricks
62.0,600.0,2.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
50.0,1320.0,2.0,Apartment,Semi-Furnished,Tragad,Tier 2,Owner,False,MagicBricks
78.0,1850.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
22.5,600.0,2.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
400.0,211.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,False,MagicBricks
48.0,770.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
250.0,2677.0,4.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
45.0,1206.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
52.0,1213.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
84.0,968.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
65.0,675.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
67.0,711.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
105.0,963.0,3.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
150.0,1110.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
137.0,1400.0,3.0,Apartment,Furnished,Gulbai Tekra,Tier 1,Owner,False,MagicBricks
250.0,1795.0,4.0,Apartment,Furnished,Sanathal,Tier 3,Owner,False,MagicBricks
78.0,1260.0,2.0,Apartment,Furnished,Naranpura,Tier 2,Builder,True,MagicBricks
210.0,2960.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
98.0,782.0,3.0,Apartment,Unfurnished,Shilaj,Tier 2,Owner,False,99acres
57.5,1265.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
26.5,485.0,1.0,Apartment,Semi-Furnished,Nikol,Tier 2,Owner,False,MagicBricks
86.0,1222.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,MagicBricks
150.0,1905.0,3.0,Apartment,Furnished,Bopal,Tier 1,Dealer,False,MagicBricks
269.0,3800.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Dealer,True,MagicBricks
175.0,308.0,4.0,Apartment,Semi-Furnished,Paldi,Tier 1,Owner,False,MagicBricks
100.0,1102.0,3.0,Apartment,Furnished,Usmanpura,Tier 3,Owner,False,MagicBricks
65.0,1325.0,2.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
160.0,1550.0,3.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
65.0,750.0,1.0,Apartment,Semi-Furnished,Jashoda Nagar,Tier 3,Owner,False,MagicBricks
65.0,880.0,3.0,Apartment,Semi-Furnished,Ranip,Tier 2,Owner,False,MagicBricks
149.0,1620.0,3.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
82.0,1730.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
180.0,1350.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
140.0,1291.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,False,MagicBricks
32.0,359.0,1.0,Apartment,Semi-Furnished,Ranip,Tier 2,Owner,False,MagicBricks
65.0,1200.0,2.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,MagicBricks
35.0,945.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
109.0,1285.0,3.0,Apartment,Furnished,Shantipura,Tier 3,Owner,True,MagicBricks
25.5,475.0,2.0,Apartment,Semi-Furnished,Bhat,Tier 3,Owner,False,MagicBricks
95.0,2034.0,3.0,Apartment,Unfurnished,Chandkheda,Tier 2,Owner,False,99acres
80.0,777.0,2.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
65.0,1035.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
127.0,211.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,99acres
35.0,1800.0,2.0,Apartment,Furnished,Bagodara,Tier 3,Owner,False,MagicBricks
275.0,3339.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
41.5,662.0,1.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,MagicBricks
57.5,623.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,True,MagicBricks
175.0,1606.0,3.0,Apartment,Furnished,Science City,Tier 2,Owner,True,MagicBricks
110.0,1615.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
135.0,2000.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
77.0,938.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
209.0,2114.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
180.0,1270.0,3.0,Apartment,Semi-Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
300.0,1200.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
48.0,635.0,2.0,Apartment,Semi-Furnished,Isanpur,Tier 2,Owner,False,MagicBricks
18.5,756.0,1.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,MagicBricks
287.0,1766.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,MagicBricks
66.9,1760.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
65.0,850.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
45.0,1000.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
72.0,1350.0,2.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
48.0,1321.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
42.0,688.0,3.0,Apartment,Semi-Furnished,Naroda,Tier 3,Owner,False,MagicBricks
50.0,1170.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Dealer,False,MagicBricks
120.0,2034.0,3.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
77.0,938.0,2.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
59.9,1134.0,2.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
215.0,3950.0,4.0,Apartment,Furnished,Koteshwar,Tier 3,Owner,False,MagicBricks
59.0,1557.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
46.5,1350.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
75.0,1570.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
100.0,2115.0,4.0,Apartment,Furnished,Lambha,Tier 3,Owner,False,MagicBricks
58.0,950.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
77.0,850.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
44.0,740.0,2.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
50.0,756.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
65.0,1350.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
13.3,378.0,1.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
185.0,2250.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
195.0,3060.0,5.0,Apartment,Furnished,Paldi,Tier 1,Unknown,False,99acres
25.0,747.0,1.0,Apartment,Semi-Furnished,Narol,Tier 2,Owner,False,MagicBricks
30.0,675.0,1.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
86.0,1080.0,2.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
70.0,1512.0,3.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
100.0,1241.0,3.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
115.0,1450.0,3.0,Apartment,Furnished,New CG Road,Tier 1,Owner,False,MagicBricks
36.0,1125.0,2.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
195.0,2350.0,3.0,Apartment,Furnished,Sanathal,Tier 3,Owner,False,MagicBricks
75.0,1050.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
199.0,4550.0,5.0,Apartment,Unfurnished,Odhav,Tier 2,Owner,False,MagicBricks
50.0,405.0,2.0,Apartment,Unfurnished,Vastral,Tier 2,Owner,False,MagicBricks
400.0,3175.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
100.0,1944.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
265.0,1260.0,5.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
220.00000000000003,2585.0,4.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
46.5,1313.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
125.0,1181.0,3.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
100.0,1730.0,3.0,Apartment,Unfurnished,Gota,Tier 2,Owner,False,MagicBricks
220.00000000000003,2095.0,4.0,Apartment,Furnished,Makarba,Tier 2,Owner,True,MagicBricks
105.0,1890.0,3.0,Apartment,Semi-Furnished,Motera,Tier 2,Owner,False,MagicBricks
280.0,210.0,3.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
200.0,248.0,4.0,Apartment,Furnished,Sughad,Tier 3,Owner,False,MagicBricks
130.0,2110.0,3.0,Apartment,Furnished,Naranpura,Tier 2,Owner,False,MagicBricks
52.0,900.0,2.0,Apartment,Furnished,Ranip,Tier 2,Owner,False,MagicBricks
45.0,394.0,2.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
148.0,1250.0,3.0,Apartment,Semi-Furnished,Gota,Tier 2,Owner,False,MagicBricks
280.0,748.0,1.0,Apartment,Furnished,Bhadaj,Tier 3,Owner,False,MagicBricks
295.0,1850.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
150.0,1745.0,3.0,Apartment,Semi-Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
240.0,2865.0,4.0,Apartment,Furnished,Navrangpura,Tier 1,Unknown,False,99acres
120.0,2610.0,4.0,Independent House,Furnished,Vatva,Tier 2,Unknown,False,99acres
32.0,1170.0,3.0,Apartment,Unfurnished,Vatva,Tier 2,Owner,False,99acres
44.0,1260.0,2.0,Apartment,Semi-Furnished,Vatva,Tier 2,Owner,False,MagicBricks
70.0,1584.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
195.0,3425.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
76.0,1055.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,True,MagicBricks
40.0,882.0,2.0,Apartment,Semi-Furnished,Vinzol,Tier 3,Owner,False,MagicBricks
70.0,1161.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
62.0,900.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
37.0,1685.0,2.0,Apartment,Furnished,Narol,Tier 2,Owner,False,MagicBricks
120.0,1386.0,3.0,Apartment,Furnished,Sola,Tier 2,Owner,False,MagicBricks
105.0,1730.0,3.0,Apartment,Unfurnished,Jagatpur,Tier 2,Owner,False,99acres
250.0,2529.0,1.0,Apartment,Semi-Furnished,Vaishno Devi,Tier 2,Owner,True,99acres
32.0,580.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
142.0,2332.0,3.0,Apartment,Furnished,Sanand,Tier 2,Owner,True,MagicBricks
99.0,1106.0,2.0,Apartment,Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
151.0,1800.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
58.0,239.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
58.0,945.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
130.0,2340.0,4.0,Apartment,Unfurnished,Sughad,Tier 3,Owner,False,99acres
425.0,3440.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
59.0,1045.0,3.0,Apartment,Semi-Furnished,Vastral,Tier 2,Owner,False,MagicBricks
162.0,3645.0,4.0,Apartment,Furnished,Ognaj,Tier 3,Dealer,True,MagicBricks
75.0,1212.0,4.0,Apartment,Semi-Furnished,Odhav,Tier 2,Owner,False,MagicBricks
425.0,3060.0,4.0,Apartment,Furnished,Hebatpur,Tier 3,Owner,False,MagicBricks
27.0,927.0,2.0,Apartment,Furnished,Vatva,Tier 2,Owner,False,MagicBricks
100.0,860.0,3.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
150.0,1805.0,4.0,Apartment,Semi-Furnished,Shela,Tier 2,Owner,False,MagicBricks
240.0,2865.0,4.0,Apartment,Furnished,Navrangpura,Tier 1,Unknown,False,99acres
90.0,1690.0,3.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
150.0,1485.0,4.0,Independent House,Unfurnished,Ghuma,Tier 2,Unknown,False,99acres
225.0,2200.0,4.0,Apartment,Furnished,Koteshwar,Tier 3,Owner,True,MagicBricks
100.0,960.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
42.0,598.0,2.0,Apartment,Semi-Furnished,Manipur,Tier 3,Owner,False,MagicBricks
85.0,825.0,3.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
57.0,825.0,2.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
62.0,976.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
58.0,780.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
105.0,1393.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
75.0,1080.0,2.0,Apartment,Furnished,Bavla,Tier 2,Owner,False,MagicBricks
45.0,1170.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,False,MagicBricks
58.5,1250.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
67.0,711.0,2.0,Apartment,Semi-Furnished,Vejalpur,Tier 2,Owner,False,MagicBricks
215.0,2500.0,3.0,Apartment,Furnished,Vastrapur,Tier 1,Owner,False,MagicBricks
127.0,211.0,3.0,Apartment,Unfurnished,Paldi,Tier 1,Unknown,False,99acres
45.0,680.0,2.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
45.0,1100.0,2.0,Apartment,Semi-Furnished,Manipur,Tier 3,Owner,False,MagicBricks
28.5,1250.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
40.0,1031.0,3.0,Apartment,Furnished,Hathijan,Tier 3,Owner,False,MagicBricks
200.0,2205.0,8.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
70.0,800.0,3.0,Apartment,Furnished,Bopal,Tier 1,Owner,True,MagicBricks
75.0,1260.0,2.0,Apartment,Semi-Furnished,Bopal,Tier 1,Owner,False,MagicBricks
56.0,900.0,2.0,Apartment,Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
125.0,1663.0,3.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,MagicBricks
66.0,900.0,2.0,Apartment,Furnished,Ellis Bridge,Tier 1,Owner,False,MagicBricks
135.0,1710.0,3.0,Apartment,Furnished,Satellite,Tier 1,Owner,False,MagicBricks
174.0,2514.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
65.0,1400.0,3.0,Apartment,Semi-Furnished,Memnagar,Tier 2,Owner,False,MagicBricks
140.0,2800.0,4.0,Apartment,Furnished,Odhav,Tier 2,Owner,False,MagicBricks
17.0,535.0,1.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
41.0,1250.0,2.0,Apartment,Semi-Furnished,Vastral,Tier 2,Owner,False,MagicBricks
135.0,1484.0,3.0,Apartment,Furnished,Shilaj,Tier 2,Owner,False,MagicBricks
58.0,1280.0,2.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
68.0,1200.0,2.0,Apartment,Furnished,Prahlad Nagar,Tier 1,Owner,False,MagicBricks
54.0,760.0,2.0,Apartment,Semi-Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
240.0,2865.0,4.0,Apartment,Furnished,Navrangpura,Tier 1,Owner,False,99acres
60.0,650.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,99acres
85.0,2160.0,3.0,Apartment,Furnished,Nikol,Tier 2,Owner,False,MagicBricks
48.0,670.0,2.0,Apartment,Furnished,Shela,Tier 2,Owner,True,MagicBricks
43.5,1116.0,2.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
311.0,4230.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,True,MagicBricks
71.0,700.0,2.0,Apartment,Furnished,Kali,Tier 3,Owner,False,MagicBricks
375.0,3354.0,4.0,Apartment,Furnished,Bopal,Tier 1,Owner,False,MagicBricks
80.0,1500.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
46.0,900.0,2.0,Apartment,Furnished,Sanand,Tier 2,Owner,False,MagicBricks
275.0,5350.0,4.0,Apartment,Unfurnished,Shela,Tier 2,Unknown,False,99acres
150.0,2200.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,False,MagicBricks
110.0,1200.0,4.0,Independent House,Unfurnished,Amraiwadi,Tier 2,Unknown,False,99acres
35.0,400.0,1.0,Apartment,Semi-Furnished,Sarkhej,Tier 3,Owner,False,MagicBricks
68.0,860.0,3.0,Apartment,Semi-Furnished,Chandkheda,Tier 2,Owner,False,MagicBricks
300.0,1925.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
80.0,681.0,2.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,False,MagicBricks
46.5,1250.0,2.0,Apartment,Furnished,Tragad,Tier 2,Owner,False,MagicBricks
48.0,500.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
57.8,1400.0,2.0,Apartment,Semi-Furnished,Ranip,Tier 2,Owner,False,MagicBricks
45.0,799.0,2.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
160.0,1600.0,4.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
39.0,1200.0,2.0,Apartment,Semi-Furnished,Narol,Tier 2,Owner,False,MagicBricks
26.0,783.0,1.0,Apartment,Semi-Furnished,Vastral,Tier 2,Owner,False,MagicBricks
120.0,1730.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
59.51,1458.0,1.0,Apartment,Unfurnished,Vastral,Tier 2,Owner,True,99acres
48.0,1224.0,2.0,Apartment,Semi-Furnished,Amraiwadi,Tier 2,Owner,False,MagicBricks
18.0,600.0,2.0,Apartment,Furnished,Bhat,Tier 3,Owner,False,MagicBricks
60.0,1200.0,2.0,Apartment,Furnished,Bavla,Tier 2,Owner,False,MagicBricks
190.0,1750.0,4.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
116.0,2290.0,3.0,Apartment,Furnished,Vaishno Devi,Tier 2,Owner,True,MagicBricks
58.9,695.0,2.0,Apartment,Furnished,Ghuma,Tier 2,Owner,False,MagicBricks
92.0,900.0,3.0,Apartment,Furnished,Naroda,Tier 3,Owner,False,MagicBricks
91.0,913.0,2.0,Apartment,Semi-Furnished,Satellite,Tier 1,Owner,False,MagicBricks
55.0,1000.0,2.0,Apartment,Semi-Furnished,Sola,Tier 2,Owner,False,MagicBricks
75.0,1584.0,3.0,Apartment,Furnished,Vastral,Tier 2,Owner,False,MagicBricks
47.0,1161.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
56.5,1200.0,3.0,Apartment,Furnished,Hansol,Tier 3,Owner,False,MagicBricks
127.0,211.0,3.0,Apartment,Furnished,Paldi,Tier 1,Owner,True,99acres
190.0,1500.0,3.0,Apartment,Semi-Furnished,Ambli,Tier 3,Owner,False,MagicBricks
40.0,567.0,2.0,Apartment,Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
80.0,1510.0,3.0,Apartment,Furnished,Gota,Tier 2,Owner,False,MagicBricks
305.0,2583.0,4.0,Independent House,Unfurnished,Vastral,Tier 2,Unknown,False,99acres
368.0,2250.0,4.0,Apartment,Furnished,Bodakdev,Tier 1,Owner,True,MagicBricks
160.0,1305.0,1.0,Independent House,Unfurnished,Nikol,Tier 2,Unknown,False,99acres
150.0,4500.0,5.0,Apartment,Furnished,Kubernagar,Tier 3,Owner,False,MagicBricks
120.0,1620.0,3.0,Apartment,Semi-Furnished,Maninagar,Tier 2,Owner,False,MagicBricks
325.0,3060.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
130.0,2311.0,4.0,Apartment,Semi-Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
203.0,3445.0,4.0,Apartment,Furnished,Thaltej,Tier 1,Owner,False,MagicBricks
120.0,1133.0,3.0,Apartment,Furnished,Jagatpur,Tier 2,Owner,False,MagicBricks
55.0,2050.0,3.0,Apartment,Semi-Furnished,Kathwada,Tier 3,Owner,False,MagicBricks
135.0,2376.0,3.0,Apartment,Unfurnished,Vaishno Devi,Tier 2,Owner,False,99acres
422.0,5825.0,4.0,Apartment,Furnished,Ambli,Tier 3,Owner,False,MagicBricks
